,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,price_log,distrito_barajas,distrito_carabanchel,distrito_centro,distrito_chamartín,distrito_chamberí,distrito_ciudad_lineal,distrito_fuencarral___el_pardo,distrito_hortaleza,distrito_latina,distrito_moncloa___aravaca,distrito_moratalaz,distrito_puente_de_vallecas,distrito_retiro,distrito_salamanca,distrito_san_blas___canillejas,distrito_tetuán,distrito_usera,distrito_vicálvaro,distrito_villa_de_vallecas,distrito_villaverde,rt_hotel_room,rt_private_room,rt_shared_room,air_conditioning,kitchen_and_else,tv,wifi,white_goods,elevator,long_term_stays,Sentiment_Score_Afinn,commo
0,21853,0,0,0,0.0,2.0,1,1,1,1,29.0,4,40,233,33,0,4.58,4.72,4.56,4.75,4.82,4.21,4.67,0,0.26,3.367295829986474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,10.030303030303031,0
1,62423,1,100,100,0.0,3.0,4,1,1,2,77.0,1,30,298,227,46,4.64,4.78,4.43,4.8,4.85,4.97,4.58,0,2.73,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,8.805429864253394,1
2,70059,2,100,100,0.0,2.0,2,1,1,1,66.0,15,365,54,61,0,4.68,4.75,4.75,4.85,4.9,4.95,4.53,0,0.36,4.189654742026425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,9.114754098360656,1
3,70310,1,100,100,0.0,29.0,2,1,1,2,89.0,30,360,289,29,0,4.36,4.62,4.52,4.82,4.69,4.86,4.11,0,0.17,4.48863636973214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,7.655172413793103,0
4,72150,1,100,96,0.0,8.0,6,1,3,5,173.0,3,180,163,126,17,4.61,4.62,4.4,4.86,4.85,4.85,4.47,0,0.74,5.153291594497779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,8.744,1
5,84719,0,0,100,0.0,1.0,2,1,1,1,72.0,7,1125,53,184,0,4.68,4.78,4.87,4.82,4.85,4.44,4.69,0,1.09,4.276666119016055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10.775956284153006,0
6,86042,1,100,96,0.0,8.0,6,1,3,3,189.0,3,365,163,222,24,4.83,4.82,4.67,4.88,4.92,4.92,4.69,0,1.33,5.241747015059643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,12.153153153153154,1
8,598771,1,100,95,0.0,3.0,3,1,1,1,94.0,3,65,208,100,14,4.82,4.81,4.88,4.88,4.92,4.88,4.81,0,0.71,4.543294782270004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,11.95,1
9,605339,2,100,59,1.0,4.0,1,1,1,1,35.0,3,31,41,280,37,4.88,4.93,4.91,4.96,4.98,4.63,4.88,0,1.84,3.5553480614894135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,9.924460431654676,0
10,608742,1,100,100,1.0,5.0,2,1,0,1,89.0,2,60,17,688,59,4.76,4.74,4.94,4.89,4.92,4.97,4.75,1,4.49,4.48863636973214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,9.21656976744186,0
11,618576,1,100,100,1.0,5.0,2,1,0,2,90.0,2,60,12,498,64,4.83,4.89,4.97,4.88,4.92,4.94,4.8,0,3.28,4.499809670330265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,8.931174089068826,1
12,114854,1,100,100,0.0,7.0,4,1,1,2,87.0,2,90,15,183,36,4.63,4.64,4.62,4.85,4.85,4.82,4.55,1,1.12,4.465908118654584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,7.382513661202186,1
13,136058,1,100,100,0.0,1.0,1,1,1,1,24.0,1,1125,0,97,0,4.94,4.96,4.95,4.98,4.98,4.74,4.93,0,0.58,3.1780538303479458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,14.708333333333334,1
14,167183,2,91,70,1.0,2.0,2,1,1,2,86.0,1,1125,344,45,3,4.89,4.86,4.93,4.89,4.86,4.84,4.86,0,0.29,4.454347296253507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,11.22222222222222,1
15,196197,1,100,100,0.0,4.0,2,1,1,1,82.0,3,1125,14,468,50,4.71,4.71,4.77,4.81,4.86,4.87,4.63,0,2.85,4.406719247264253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10.623126338329763,1
16,198296,1,100,82,1.0,3.0,4,1,2,3,170.0,2,7,9,82,5,4.75,4.73,4.6,4.88,4.91,4.97,4.67,0,0.54,5.135798437050262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,12.195121951219512,1
17,199016,1,100,82,1.0,3.0,2,1,1,1,48.0,3,365,337,58,26,4.72,4.82,4.77,4.84,4.81,4.97,4.67,0,0.49,3.871201010907891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,9.862068965517242,1
18,628394,1,100,100,0.0,3.0,9,1,4,4,351.0,2,730,106,85,6,4.6,4.56,4.64,4.67,4.73,4.87,4.48,1,0.56,5.860786223465865,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,7.857142857142857,0
19,644656,2,100,0,0.0,2.0,1,1,1,1,35.0,7,1125,0,4,0,5.0,5.0,4.25,5.0,5.0,4.75,4.5,0,0.06,3.5553480614894135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,4.75,0
20,655514,2,100,0,0.0,2.0,2,1,1,2,30.0,4,1125,311,5,0,4.8,5.0,4.8,4.75,5.0,5.0,3.8,0,0.19,3.4011973816621555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,6.2,0
21,668753,4,20,0,0.0,2.0,1,1,1,1,46.0,4,30,2,81,0,4.85,4.83,4.86,4.89,4.81,4.85,4.76,0,0.58,3.828641396489095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,13.716049382716047,0
22,684564,3,100,100,0.0,1.0,2,1,1,2,229.0,2,30,269,171,8,4.73,4.78,4.89,4.86,4.91,4.97,4.6,0,1.23,5.43372200355424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,12.4,1
23,199201,1,100,93,1.0,2.0,2,1,1,1,120.0,3,30,25,209,17,4.88,4.87,4.91,4.98,4.99,5.0,4.82,0,1.27,4.787491742782046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,16.781094527363184,1
24,204570,3,100,50,0.0,4.0,5,2,2,2,177.0,12,365,88,105,2,4.84,4.84,4.82,4.94,4.91,4.97,4.83,0,0.64,5.176149732573829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,15.714285714285714,1
25,205199,1,100,99,0.0,8.0,2,1,0,1,86.0,15,365,271,361,28,4.93,4.97,4.97,4.96,4.95,4.94,4.91,0,2.2,4.454347296253507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12.105849582172702,0
26,211444,1,100,92,1.0,2.0,2,1,1,1,68.0,2,365,263,221,31,4.94,4.96,4.99,4.99,4.96,4.81,4.93,0,1.36,4.219507705176107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,15.27570093457944,1
27,229664,1,94,99,0.0,24.0,3,0,1,2,57.0,10,1125,282,553,16,4.28,4.44,4.17,4.51,4.62,4.47,4.34,1,3.39,4.04305126783455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7.176684881602914,0
28,696928,1,100,100,0.0,2.0,2,1,1,4,75.0,2,2,365,102,15,4.4,4.44,4.74,4.76,4.67,4.71,4.17,0,0.99,4.31748811353631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,6.49,0
29,704155,1,100,100,1.0,13.0,4,1,1,1,87.0,1,60,19,416,58,4.76,4.75,4.72,4.89,4.89,4.9,4.71,1,2.77,4.465908118654584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10.248192771084335,1
30,709208,1,100,100,1.0,1.0,4,1,1,1,88.0,2,1125,302,811,87,4.81,4.85,4.82,4.91,4.91,4.97,4.8,1,5.37,4.477336814478207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10.904820766378243,1
31,716292,1,100,85,1.0,1.0,5,1,1,4,118.0,7,200,2,112,16,4.68,4.68,4.57,4.82,4.83,4.88,4.77,0,0.83,4.770684624465665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10.178571428571429,1
32,717313,1,100,95,1.0,1.0,2,2,1,1,114.0,3,91,177,262,35,4.92,4.96,4.89,4.97,4.95,4.92,4.86,0,1.73,4.736198448394496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,14.145038167938932,1
33,721377,3,100,0,0.0,1.0,2,1,1,1,100.0,7,1125,0,46,1,4.87,4.83,4.85,4.87,4.91,4.74,4.7,0,0.31,4.605170185988092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,8.066666666666666,1
34,723088,1,100,93,0.0,1.0,6,2,2,3,160.0,3,30,313,241,26,4.8,4.86,4.78,4.9,4.92,4.92,4.72,0,1.6,5.075173815233827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11.836820083682008,1
35,233011,2,86,77,0.0,3.0,4,1,1,2,71.0,2,18,231,73,42,4.55,4.62,4.67,4.59,4.7,4.84,4.48,0,0.47,4.2626798770413155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.208333333333334,0
36,256004,1,100,99,0.0,21.0,10,1,3,8,113.0,3,300,0,214,23,4.64,4.63,4.7,4.82,4.81,4.97,4.54,0,1.36,4.727387818712341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,8.682242990654206,1
37,258713,1,100,91,1.0,5.0,2,1,1,1,110.0,4,30,0,77,33,4.9,4.91,4.91,4.94,4.92,4.83,4.78,0,0.53,4.700480365792417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,10.194805194805197,1
38,261878,1,100,100,1.0,1.0,2,1,1,1,138.0,1,1125,115,661,49,4.92,4.93,4.76,4.98,4.99,4.97,4.83,0,4.08,4.927253685157205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,14.23394495412844,1
39,263748,1,100,100,1.0,6.0,4,1,2,3,91.0,2,120,301,153,20,4.77,4.79,4.93,4.89,4.89,4.34,4.68,1,1.0,4.51085950651685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.894039735099338,1
40,730502,2,100,74,1.0,14.0,6,2,2,5,131.0,5,1125,51,95,21,4.84,4.86,4.91,4.91,4.94,4.97,4.81,0,0.77,4.875197323201151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7.138297872340425,1
41,733365,2,100,89,1.0,2.0,1,1,1,1,41.0,3,30,12,113,18,4.93,4.96,4.98,4.99,4.96,4.9,4.88,0,0.86,3.713572066704308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,11.9375,1
42,734053,2,100,42,1.0,4.0,1,1,1,1,45.0,30,1825,93,16,4,5.0,4.94,4.63,5.0,5.0,4.94,4.88,0,0.16,3.8066624897703196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,12.1875,0
43,745664,1,100,97,1.0,2.0,2,1,1,2,40.0,3,4,205,517,45,4.81,4.78,4.61,4.95,4.94,4.88,4.85,0,3.95,3.6888794541139363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,12.133980582524272,1
44,747873,2,100,89,1.0,6.0,4,1,1,1,106.0,2,60,22,394,30,4.89,4.92,4.91,4.91,4.92,4.93,4.86,0,2.62,4.663439094112067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10.818877551020408,0
45,748854,1,100,79,1.0,10.0,1,1,1,1,34.0,5,365,118,206,14,4.66,4.63,4.71,4.83,4.7,4.72,4.65,0,1.4,3.5263605246161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,9.145631067961164,0
46,749957,1,100,78,1.0,47.0,1,1,0,1,64.0,15,360,0,40,7,4.95,4.95,4.9,4.98,4.98,4.88,4.88,0,0.27,4.1588830833596715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,12.25,0
47,280733,1,99,95,1.0,79.0,4,1,1,2,129.0,1,365,282,70,11,4.73,4.83,4.8,4.84,4.77,4.79,4.69,0,0.49,4.859812404361672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9.014285714285714,1
48,281224,0,0,100,0.0,1.0,4,1,1,2,129.0,2,1000,323,136,0,4.51,4.67,4.78,4.58,4.76,4.96,4.49,0,1.32,4.859812404361672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6.555555555555555,0
49,289555,1,99,83,0.0,117.0,6,1,1,2,160.0,4,360,301,191,12,4.53,4.53,4.46,4.71,4.69,4.84,4.59,0,1.36,5.075173815233827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,10.905759162303664,1
50,310333,2,100,100,1.0,1.0,2,1,2,4,63.0,186,350,158,181,16,4.69,4.78,4.78,4.86,4.9,4.87,4.64,0,1.19,4.143134726391533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.46368715083799,1
51,751527,3,100,54,1.0,1.0,8,2,4,6,243.0,5,366,53,103,18,4.99,4.97,4.96,4.97,4.99,4.93,4.94,0,0.71,5.493061443340548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13.392156862745098,1
52,751530,1,100,100,1.0,2.0,4,1,1,2,62.0,2,260,9,598,48,4.87,4.85,4.93,4.94,4.96,4.97,4.85,1,3.98,4.127134385045092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,12.067226890756302,0
53,752424,0,0,0,0.0,2.0,4,1,2,3,277.0,2,7,87,116,0,4.51,4.53,4.65,4.77,4.73,4.76,4.63,0,0.77,5.6240175061873385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,9.698275862068966,1
54,752883,0,0,0,0.0,1.0,1,1,1,1,43.0,200,365,358,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.7612001156935624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.0,1
55,754678,1,100,100,1.0,1.0,8,2,3,5,144.0,3,90,62,414,43,4.85,4.91,4.75,4.96,4.93,4.97,4.82,1,2.81,4.969813299576001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,10.8560794044665,1
56,755587,1,100,100,1.0,2.0,4,1,1,2,62.0,3,365,6,557,48,4.91,4.89,4.95,4.96,4.98,4.97,4.91,1,3.73,4.127134385045092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,12.368705035971225,0
57,336834,1,100,95,0.0,1.0,5,1,2,4,84.0,5,1125,263,62,8,4.62,4.73,4.28,4.88,4.75,4.97,4.61,0,0.39,4.430816798843313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,8.661290322580646,1
58,339144,3,100,90,1.0,5.0,3,1,1,2,90.0,25,1125,47,148,5,4.89,4.9,4.96,4.99,4.98,4.82,4.86,0,0.94,4.499809670330265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,15.33108108108108,1
59,339171,1,100,100,1.0,2.0,4,1,1,2,120.0,3,1125,93,207,11,4.89,4.89,4.95,4.9,4.94,4.95,4.88,1,1.32,4.787491742782046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12.707317073170731,1
60,342095,2,100,72,1.0,2.0,2,1,1,2,95.0,5,1125,238,49,10,4.83,4.91,4.92,4.94,4.92,4.79,4.81,0,0.32,4.553876891600541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,12.551020408163266,1
61,361053,2,100,95,1.0,4.0,5,1,2,4,97.0,2,365,0,289,55,4.63,4.68,4.7,4.88,4.87,4.8,4.58,0,1.84,4.574710978503383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8.171328671328672,0
62,363476,1,100,99,0.0,1.0,2,1,1,1,52.0,2,90,209,618,54,4.56,4.53,4.57,4.72,4.79,4.97,4.55,0,3.93,3.9512437185814275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,9.034369885433716,0
63,371532,1,100,100,1.0,1.0,3,1,1,2,90.0,2,365,35,173,28,4.9,4.94,4.8,4.85,4.96,4.99,4.86,1,1.11,4.499809670330265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10.58720930232558,1
64,761159,1,100,100,1.0,2.0,4,1,1,2,70.0,2,1125,23,625,68,4.92,4.94,4.96,4.97,4.97,4.98,4.93,1,4.16,4.248495242049359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,13.190016103059582,1
65,763214,1,100,97,1.0,2.0,4,1,1,2,100.0,3,60,260,233,50,4.79,4.85,4.78,4.94,4.89,4.91,4.79,1,1.71,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7.362445414847161,0
66,768311,1,100,100,1.0,8.0,2,1,1,1,80.0,1,1125,160,285,18,4.81,4.85,4.86,4.93,4.91,4.95,4.72,1,1.92,4.382026634673881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.792857142857143,1
67,772646,1,100,100,1.0,13.0,4,1,0,1,101.0,1,30,26,302,43,4.76,4.79,4.8,4.77,4.82,4.95,4.68,1,2.07,4.61512051684126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.664451827242525,1
68,780397,0,0,0,0.0,1.0,8,2,3,6,141.0,3,1125,0,22,0,4.18,4.52,4.32,4.68,4.86,4.41,4.32,0,0.15,4.948759890378168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.818181818181818,0
69,780743,3,50,47,0.0,2.0,3,1,1,1,42.0,3,1124,365,30,6,4.27,4.63,4.17,4.67,4.47,4.9,4.17,0,0.79,3.7376696182833684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,4.896551724137931,0
70,793618,1,100,100,1.0,31.0,6,3,3,5,259.0,3,1080,260,494,50,4.79,4.77,4.86,4.87,4.86,4.93,4.74,1,3.38,5.556828061699537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,12.00205338809035,1
71,793622,0,0,0,0.0,1.0,2,1,1,1,91.0,7,1125,156,46,0,4.72,4.84,4.76,4.93,4.84,4.93,4.76,0,0.31,4.51085950651685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,10.934782608695652,0
72,797030,3,92,83,0.0,1.0,3,2,2,2,66.0,4,31,109,336,32,4.8,4.84,4.69,4.71,4.75,4.57,4.78,0,2.26,4.189654742026425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,9.093373493975903,0
73,804681,0,0,0,0.0,3.0,2,2,4,4,27.0,60,61,364,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,0.01,3.295836866004329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,7.0,1
74,376379,1,100,91,1.0,3.0,2,1,1,1,70.0,7,1125,4,39,5,4.54,4.67,4.46,4.85,4.85,4.95,4.38,0,0.29,4.248495242049359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10.13157894736842,0
75,398450,2,90,84,0.0,5.0,3,1,1,1,75.0,4,90,189,350,37,4.7,4.75,4.64,4.87,4.91,4.9,4.68,0,2.24,4.31748811353631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,12.494285714285716,1
76,402588,1,95,99,0.0,107.0,4,1,1,1,102.0,7,365,77,242,19,4.54,4.62,4.62,4.73,4.6,4.91,4.55,1,1.66,4.624972813284271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7.797520661157025,1
77,404569,1,95,99,0.0,107.0,2,1,1,1,116.0,3,365,0,103,16,4.38,4.4,4.47,4.66,4.5,4.82,4.19,1,0.84,4.7535901911063645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.359223300970874,0
78,406341,2,100,62,1.0,1.0,1,1,1,2,28.0,4,180,0,210,20,4.96,4.97,4.88,4.99,4.97,4.94,4.91,0,1.34,3.332204510175204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,11.69377990430622,0
79,414763,1,95,99,0.0,107.0,2,1,0,1,98.0,3,365,99,117,21,4.56,4.61,4.46,4.76,4.6,4.94,4.4,1,0.78,4.584967478670572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6.5344827586206895,0
80,429306,1,100,98,1.0,2.0,5,2,2,4,129.0,3,365,28,246,18,4.81,4.84,4.91,4.85,4.9,4.75,4.74,0,1.59,4.859812404361672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,10.934426229508198,1
81,814870,2,100,68,1.0,4.0,1,2,1,1,42.0,1,1125,189,217,30,4.86,4.89,4.77,4.96,4.93,4.92,4.85,0,1.48,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,7.847222222222222,1
82,817848,1,100,91,0.0,2.0,2,1,1,1,100.0,7,90,24,272,20,4.86,4.94,4.96,4.95,4.91,4.89,4.89,1,1.83,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,11.236162361623617,1
83,821860,0,0,0,0.0,2.0,2,1,1,1,65.0,3,1125,4,475,0,4.87,4.86,4.88,4.9,4.91,4.88,4.85,0,3.43,4.174387269895637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,11.320712694877503,1
84,833871,2,100,99,0.0,5.0,4,1,1,2,67.0,2,360,2,309,48,4.6,4.59,4.7,4.85,4.82,4.83,4.54,0,2.08,4.204692619390966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.418831168831169,1
85,834562,1,100,100,1.0,1.0,8,2,4,7,166.0,2,1125,49,290,43,4.91,4.91,4.92,4.96,4.99,4.82,4.85,0,2.01,5.111987788356544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8.971326164874553,1
86,834675,1,100,93,1.0,2.0,2,1,1,2,36.0,2,6,89,192,20,4.79,4.82,4.92,4.9,4.81,4.63,4.7,0,1.4,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,8.973684210526315,0
87,835333,1,100,98,0.0,15.0,2,1,1,1,94.0,1,1125,0,422,72,4.53,4.57,4.64,4.72,4.76,4.94,4.56,1,2.86,4.543294782270004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,8.226190476190476,1
88,449218,1,100,70,1.0,1.0,2,1,1,1,64.0,4,1125,97,474,54,4.86,4.86,4.96,4.93,4.93,4.95,4.83,0,3.04,4.1588830833596715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10.938559322033898,1
