,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,price_log,distrito_barajas,distrito_carabanchel,distrito_centro,distrito_chamartín,distrito_chamberí,distrito_ciudad_lineal,distrito_fuencarral___el_pardo,distrito_hortaleza,distrito_latina,distrito_moncloa___aravaca,distrito_moratalaz,distrito_puente_de_vallecas,distrito_retiro,distrito_salamanca,distrito_san_blas___canillejas,distrito_tetuán,distrito_usera,distrito_vicálvaro,distrito_villa_de_vallecas,distrito_villaverde,rt_hotel_room,rt_private_room,rt_shared_room,air_conditioning,kitchen_and_else,tv,wifi,white_goods,elevator,long_term_stays,Sentiment_Score_Afinn,commo
5329,52330658,1,100,99,0.0,411.0,6,2,2,4,151.0,1,1125,317,31,9,4.39,4.61,4.45,4.55,4.55,4.42,4.26,1,0.88,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3.7666666666666666,1
5330,52331430,1,100,95,0.0,8.0,2,1,1,1,76.0,1,365,349,7,2,4.14,4.14,4.14,4.43,4.0,4.29,4.0,1,0.22,4.330733340286331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,5.714285714285714,1
5331,52332556,1,100,100,0.0,17.0,4,1,1,2,103.0,10,730,221,35,12,4.74,4.77,4.69,4.86,4.89,4.83,4.57,1,0.85,4.634728988229636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6.342857142857143,1
5332,52345541,1,100,98,1.0,1.0,5,1,2,3,75.0,3,40,53,187,60,4.98,4.99,4.98,4.98,4.99,4.84,4.95,0,5.05,4.31748811353631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,10.596774193548388,0
5333,52453228,2,90,34,0.0,1.0,2,1,1,1,55.0,1,365,359,44,14,4.68,4.59,4.55,4.68,4.66,4.68,4.39,0,1.07,4.007333185232471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,7.545454545454546,1
5334,52357231,0,0,0,0.0,186.0,3,1,1,2,88.0,1,365,46,12,7,4.83,4.92,5.0,5.0,4.92,5.0,4.83,1,0.73,4.477336814478207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,5.0,0
5335,52357469,4,38,15,0.0,200.0,2,1,1,1,138.0,30,1125,278,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.927253685157205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,1
5336,52359810,1,100,100,0.0,1.0,2,1,1,1,102.0,3,1000,0,129,37,4.7,4.83,4.74,4.78,4.85,4.9,4.54,1,3.11,4.624972813284271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,6.813953488372093,1
5337,52359885,1,100,100,0.0,17.0,4,1,1,2,117.0,10,700,265,10,10,4.4,4.7,4.4,4.8,4.7,4.6,4.4,0,1.56,4.762173934797756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.1,1
5338,52361630,1,94,100,0.0,1.0,4,1,1,3,61.0,2,32,292,175,55,4.65,4.73,4.61,4.69,4.71,4.18,4.42,0,4.26,4.110873864173311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4.896551724137931,1
5339,52361682,1,100,99,1.0,18.0,4,2,2,2,172.0,2,1125,4,228,83,4.9,4.91,4.98,4.96,4.91,4.83,4.86,1,5.52,5.147494476813453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.331858407079647,1
5340,52361850,1,100,99,1.0,18.0,4,2,2,2,164.0,2,1125,308,138,42,4.86,4.9,4.98,4.96,4.96,4.86,4.76,1,3.34,5.099866427824199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,10.518248175182482,1
5341,52361968,1,100,99,1.0,18.0,4,2,2,2,168.0,2,1125,0,103,17,4.84,4.93,4.98,4.93,4.95,4.8,4.73,1,2.46,5.123963979403259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.852941176470589,1
5342,52363321,1,100,94,1.0,6.0,2,1,1,1,46.0,1,1125,97,217,72,4.91,4.95,4.91,4.93,4.88,4.8,4.86,0,5.15,3.828641396489095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6.966824644549763,0
5343,52482920,1,88,100,1.0,7.0,2,1,1,1,133.0,1,1125,0,28,2,4.68,4.71,4.89,4.93,4.93,4.96,4.57,1,0.68,4.890349128221754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6.333333333333333,1
5344,52487945,0,0,100,0.0,11.0,2,1,1,1,64.0,1,1125,70,14,9,4.21,4.57,4.86,4.07,4.71,4.64,4.07,1,0.34,4.1588830833596715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5.428571428571429,1
5345,52501948,1,95,99,0.0,107.0,6,2,2,3,204.0,3,365,71,5,3,4.8,5.0,5.0,5.0,5.0,4.6,5.0,1,0.15,5.318119993844216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4.8,0
5346,52504852,1,100,100,1.0,8.0,4,1,2,2,114.0,2,60,0,239,80,4.84,4.88,4.87,4.81,4.88,4.9,4.82,0,6.36,4.736198448394496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.151898734177216,1
5348,52365640,1,100,100,1.0,2.0,1,0,0,0,34.0,2,30,75,63,16,4.94,4.97,5.0,4.94,4.98,4.71,4.9,0,1.5,3.5263605246161616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,8.777777777777779,0
5349,52365783,3,100,85,1.0,1.0,1,1,1,1,29.0,3,1125,0,24,7,4.92,4.96,4.83,5.0,4.96,4.79,4.88,0,1.02,3.367295829986474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,6.833333333333333,1
5350,52378346,1,100,99,1.0,18.0,3,2,1,2,142.0,1,1125,317,67,11,4.9,4.91,4.97,4.97,4.91,4.94,4.78,1,1.65,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.716417910447761,1
5351,52378378,1,100,99,1.0,18.0,3,1,1,2,138.0,1,1125,338,75,17,4.87,4.89,4.93,4.89,4.91,4.89,4.76,1,1.83,4.927253685157205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.266666666666667,1
5352,52379392,1,99,100,0.0,24.0,2,1,0,1,69.0,15,365,161,36,11,4.22,4.19,4.5,4.72,4.58,4.69,3.97,1,1.05,4.23410650459726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5.861111111111111,1
5353,52789562,4,44,33,0.0,3.0,4,1,1,3,105.0,1,1125,277,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.653960350157523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0,0
5354,52789948,1,100,92,0.0,4.0,4,1,1,2,109.0,2,365,196,40,2,4.45,4.48,4.83,4.8,4.75,4.95,4.43,1,0.99,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.6,1
5355,52790649,1,92,62,0.0,10.0,8,1,1,4,76.0,1,1125,65,158,54,4.64,4.7,4.32,4.77,4.84,4.95,4.68,0,3.88,4.330733340286331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,5.8152866242038215,1
5356,52791200,1,93,93,0.0,37.0,9,2,3,5,284.0,1,1125,240,73,16,4.41,4.44,4.55,4.56,4.59,4.74,4.3,1,1.85,5.648974238161206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.013888888888889,0
5357,52510451,1,100,99,1.0,13.0,5,1,1,3,133.0,2,365,10,77,17,4.81,4.84,4.78,4.9,4.83,4.87,4.7,0,1.85,4.890349128221754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,9.012987012987011,1
5358,52794006,1,92,62,0.0,10.0,7,1,2,4,88.0,1,365,326,11,11,4.45,4.45,4.55,4.64,4.64,4.64,4.36,0,2.54,4.477336814478207,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3.3,0
5359,52795407,1,93,93,0.0,37.0,11,2,4,6,364.0,1,1125,261,98,23,4.28,4.32,4.54,4.69,4.67,4.73,4.34,1,2.44,5.8971538676367405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3.6020408163265305,0
5360,52813531,2,86,75,1.0,1.0,1,1,1,1,41.0,15,150,147,18,5,4.89,5.0,4.89,5.0,4.89,4.83,4.78,0,0.45,3.713572066704308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,12.27777777777778,1
5361,52814137,1,100,99,1.0,6.0,2,1,1,1,61.0,1,10,11,291,99,4.75,4.82,4.68,4.84,4.91,4.87,4.67,1,7.23,4.110873864173311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,7.106896551724138,1
5362,52819157,4,0,0,0.0,2.0,1,0,1,1,25.0,14,365,1,6,0,4.83,4.67,4.67,4.83,4.67,4.67,4.67,0,0.15,3.2188758248682006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,10.333333333333334,0
5363,52819221,1,100,97,0.0,3.0,1,1,1,1,36.0,7,90,246,38,10,4.92,4.84,4.84,4.95,4.89,4.97,4.84,0,0.96,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,8.552631578947368,1
5364,52822366,1,80,93,0.0,5.0,2,1,1,1,49.0,1,28,84,65,12,4.51,4.65,4.55,4.8,4.78,4.77,4.38,0,1.6,3.8918202981106265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4.359375,1
5365,52823242,1,80,93,0.0,5.0,2,1,1,2,49.0,1,28,179,46,24,4.52,4.54,4.5,4.74,4.76,4.57,4.22,0,1.12,3.8918202981106265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4.173913043478261,0
5366,52512450,1,100,87,1.0,8.0,6,3,3,3,222.0,4,120,127,89,27,4.97,5.0,4.98,4.96,4.94,4.98,4.97,0,2.2,5.402677381872279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13.215909090909092,1
5367,52523393,1,100,100,0.0,5.0,2,1,1,2,97.0,1,365,358,36,24,4.56,4.61,4.75,4.83,4.75,4.89,4.39,1,0.88,4.574710978503383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,5.083333333333333,1
5368,52834660,1,100,100,1.0,5.0,4,2,2,2,215.0,3,365,235,153,29,4.95,4.97,4.97,4.94,4.91,4.98,4.87,0,3.76,5.3706380281276624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11.084967320261438,1
5369,52836407,1,100,100,0.0,39.0,12,3,4,7,338.0,1,1125,60,148,42,4.74,4.76,4.82,4.72,4.75,4.91,4.61,1,3.62,5.823045895483019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6.696551724137931,1
5370,52851036,1,100,88,1.0,2.0,1,1,1,1,21.0,1,30,202,70,19,4.81,4.83,4.71,4.91,4.91,4.87,4.86,0,2.22,3.044522437723423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,5.942857142857143,1
5371,52853598,1,100,99,0.0,213.0,2,1,1,1,129.0,1,1125,11,55,8,4.55,4.55,4.71,4.85,4.64,4.89,4.42,1,1.35,4.859812404361672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.818181818181818,1
5372,52853953,1,93,100,0.0,3.0,4,1,1,2,95.0,1,1125,283,89,35,4.64,4.8,4.72,4.84,4.88,4.46,4.51,0,2.24,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,7.045454545454546,1
5373,52861835,1,100,100,0.0,13.0,5,1,1,1,109.0,1,365,347,201,26,4.46,4.49,4.63,4.75,4.72,4.88,4.46,1,4.9,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5.82,1
5374,52862883,1,100,100,0.0,39.0,11,3,4,6,384.0,1,365,71,116,39,4.84,4.88,4.9,4.75,4.81,4.86,4.75,1,3.4,5.950642552587727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8.947368421052632,1
5375,52869821,1,93,100,0.0,3.0,4,1,1,1,93.0,1,1125,306,71,5,4.46,4.63,4.51,4.66,4.68,4.35,4.27,0,1.73,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,5.140845070422535,0
5376,52523544,1,97,99,0.0,10.0,3,1,1,2,110.0,1,1125,50,129,33,4.87,4.84,4.84,4.88,4.93,4.84,4.74,1,3.13,4.700480365792417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,9.736434108527131,1
5377,52523719,1,99,100,1.0,20.0,4,2,2,5,206.0,3,30,78,225,69,4.91,4.94,4.88,4.91,4.95,4.97,4.85,1,5.43,5.327876168789581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,11.394618834080717,1
5378,52524264,1,90,99,0.0,11.0,2,1,1,2,156.0,1,1125,66,32,5,4.53,4.53,4.66,4.44,4.5,4.94,4.53,1,0.77,5.049856007249537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,4.451612903225806,1
5379,52524335,1,100,92,0.0,4.0,3,1,1,2,97.0,2,90,226,73,3,4.81,4.89,4.89,4.89,4.89,4.95,4.73,1,1.76,4.574710978503383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,8.068493150684931,1
5380,52871976,1,93,100,0.0,3.0,4,1,1,2,107.0,1,1125,285,66,2,4.64,4.76,4.65,4.76,4.76,4.48,4.5,0,1.6,4.672828834461906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6.723076923076923,1
5381,52872598,1,100,100,0.0,1.0,4,1,1,2,67.0,2,1125,6,171,7,4.63,4.7,4.63,4.83,4.76,4.7,4.63,1,4.18,4.204692619390966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6.252941176470588,1
5382,52874807,1,100,100,1.0,26.0,4,1,2,3,65.0,1,365,0,13,2,4.31,4.38,4.23,4.85,4.77,4.77,4.31,1,0.33,4.174387269895637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.461538461538462,1
5383,52876734,1,100,100,1.0,2.0,1,1,1,1,35.0,1,1125,289,154,60,4.82,4.88,4.86,4.9,4.88,4.84,4.84,0,3.77,3.5553480614894135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,7.617449664429531,0
5384,52877663,1,67,100,0.0,7.0,1,1,1,1,95.0,1,1125,2,13,1,4.31,4.46,4.46,4.62,4.38,5.0,4.23,1,0.32,4.553876891600541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4.166666666666667,0
5385,52880209,1,100,100,1.0,5.0,4,2,2,3,123.0,3,365,265,176,78,4.92,4.94,4.94,4.93,4.88,4.95,4.8,0,4.32,4.812184355372417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10.28,1
5386,52883540,1,100,100,0.0,66.0,9,2,3,5,450.0,3,60,80,132,51,4.96,4.95,4.95,4.98,5.0,4.98,4.91,0,3.25,6.1092475827643655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12.0078125,1
5387,52530945,1,100,100,0.0,2.0,1,1,1,1,29.0,1,1125,70,20,0,4.7,4.75,4.55,4.9,4.95,4.45,4.4,1,0.48,3.367295829986474,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,5.0,0
5388,52544691,1,100,100,0.0,173.0,8,2,3,4,227.0,2,365,230,205,68,4.77,4.77,4.79,4.79,4.84,4.93,4.66,1,4.91,5.424950017481403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6.714285714285714,1
5389,52547327,1,89,62,0.0,6.0,1,1,1,1,47.0,1,365,365,38,9,4.32,4.24,4.34,4.26,4.61,4.76,4.21,0,0.93,3.8501476017100584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5.555555555555555,0
5390,52889412,2,100,83,1.0,1.0,3,1,1,2,167.0,2,365,320,63,42,4.97,4.97,4.98,5.0,4.98,4.98,4.92,0,2.67,5.117993812416755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11.951612903225806,1
5391,52890482,1,100,91,1.0,8.0,1,1,1,1,35.0,90,335,273,3,0,4.67,4.33,4.33,5.0,5.0,4.67,4.33,0,0.09,3.5553480614894135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8.0,0
5392,52890656,1,100,100,0.0,1.0,5,1,2,4,84.0,1,1125,93,366,110,4.43,4.55,4.6,4.66,4.67,4.07,4.41,1,8.9,4.430816798843313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.033240997229917,1
5393,52890914,1,100,97,0.0,23.0,2,1,1,2,72.0,4,60,23,26,24,4.54,4.62,4.69,4.85,4.69,4.77,4.65,0,1.81,4.276666119016055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.076923076923077,1
5394,52893348,1,100,99,1.0,5.0,1,1,1,1,46.0,2,30,141,29,24,5.0,4.9,5.0,4.97,5.0,5.0,4.86,1,1.36,3.828641396489095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,7.344827586206897,1
5395,52894894,1,100,100,1.0,3.0,2,1,1,2,259.0,1,365,273,5,2,5.0,4.8,4.8,4.8,4.0,4.8,4.4,1,0.17,5.556828061699537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.25,1
5396,52895964,1,100,100,1.0,3.0,4,1,2,2,287.0,1,365,276,18,1,4.33,4.39,4.5,4.61,4.44,4.83,4.28,1,0.46,5.659482215759621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5.555555555555555,1
5397,52897821,1,100,99,0.0,26.0,1,4,1,4,21.0,1,1125,300,82,9,4.5,4.55,4.33,4.66,4.78,4.79,4.52,0,2.09,3.044522437723423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,4.691358024691358,1
5398,52898360,1,100,97,0.0,3.0,2,1,1,1,80.0,2,1125,116,310,71,4.75,4.75,4.6,4.91,4.95,4.97,4.67,1,7.62,4.382026634673881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6.136807817589577,1
5399,52550563,2,90,100,0.0,1.0,3,1,1,2,194.0,1,365,152,90,40,4.62,4.54,4.43,4.79,4.87,4.94,4.46,0,2.28,5.267858159063328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.2,1
5400,52559824,1,100,100,0.0,2.0,2,1,1,1,134.0,1,365,259,394,98,4.73,4.83,4.74,4.81,4.79,4.75,4.53,1,9.5,4.897839799950911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.889175257731959,0
5401,52910590,1,87,84,0.0,4.0,2,1,1,1,78.0,2,1125,328,128,37,4.41,4.56,4.55,4.84,4.85,4.88,4.26,0,3.14,4.356708826689592,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,5.0236220472440944,0
5402,52911198,1,100,100,0.0,5.0,2,1,1,1,97.0,1,365,351,139,28,4.5,4.55,4.66,4.78,4.76,4.87,4.33,1,3.45,4.574710978503383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4.759124087591241,1
5403,52911399,2,100,93,0.0,67.0,6,2,3,3,93.0,3,1125,1,40,5,4.8,4.75,4.78,4.98,4.85,4.63,4.53,0,0.98,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7.0,1
5404,52912780,4,0,81,0.0,5.0,4,2,1,2,94.0,1,365,56,27,4,4.63,4.81,4.78,4.78,4.74,4.93,4.63,0,0.68,4.543294782270004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,4.666666666666667,1
5405,52916791,4,0,81,0.0,5.0,3,2,1,2,77.0,1,365,77,4,3,4.75,5.0,5.0,4.75,4.75,5.0,4.25,0,0.19,4.343805421853684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,3.5,0
5406,52920130,1,97,100,0.0,3.0,4,2,2,2,82.0,2,365,268,130,37,4.6,4.67,4.76,4.92,4.92,4.85,4.54,0,3.21,4.406719247264253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6.7734375,0
5407,52930103,1,100,100,0.0,1.0,2,1,1,1,66.0,3,1125,241,89,37,4.7,4.79,4.6,4.75,4.84,4.69,4.56,1,2.23,4.189654742026425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.395348837209302,1
5408,52560176,1,92,100,0.0,8.0,2,1,1,1,170.0,1,1125,84,40,6,4.4,4.45,4.63,4.58,4.4,4.65,4.1,1,0.96,5.135798437050262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4.0256410256410255,1
5409,52565330,1,100,99,0.0,213.0,3,1,1,0,142.0,1,1125,32,36,1,4.22,4.44,4.39,4.89,4.67,4.72,4.03,1,0.87,4.955827057601261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4.305555555555555,1
5410,52596516,1,100,100,1.0,1.0,6,2,2,3,200.0,3,365,22,73,29,4.88,4.78,4.84,4.96,4.89,4.96,4.75,0,2.49,5.298317366548036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8.616438356164384,0
5411,52598621,2,100,100,0.0,5.0,1,1,1,1,33.0,4,365,216,30,0,4.43,4.73,4.5,4.7,4.77,4.93,4.5,1,0.74,3.4965075614664802,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,5.266666666666667,1
5412,52943949,1,100,99,0.0,213.0,2,1,1,1,147.0,1,1125,23,92,2,4.58,4.76,4.7,4.9,4.58,4.84,4.42,1,2.24,4.990432586778736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6.813186813186813,1
5414,52953127,1,100,92,0.0,5.0,2,1,1,1,48.0,1,365,365,28,12,4.89,4.89,4.93,4.82,4.93,4.57,4.71,0,0.68,3.871201010907891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,7.928571428571429,0
5415,52962541,1,100,87,0.0,3.0,5,1,2,4,87.0,1,1125,274,193,76,4.46,4.56,4.47,4.81,4.81,4.5,4.39,0,5.12,4.465908118654584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5.235602094240837,0
5416,52964504,1,99,100,0.0,24.0,2,1,0,1,76.0,3,365,299,177,44,4.51,4.53,4.75,4.76,4.66,4.79,4.34,1,4.47,4.330733340286331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5.091954022988506,1
5417,52965239,1,99,100,0.0,24.0,2,1,0,1,76.0,3,365,305,157,42,4.45,4.54,4.71,4.79,4.74,4.81,4.25,1,3.84,4.330733340286331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5.222222222222222,1
