,listing_id,Sentiment_Score_Afinn
0,21853,10.030303030303031
1,30320,9.859649122807017
2,30959,4.875
3,40916,7.571428571428571
4,62423,8.805429864253394
5,70059,9.114754098360656
6,70310,7.655172413793103
7,72150,8.744
8,82481,14.133333333333333
9,84719,10.775956284153006
10,86042,12.153153153153154
11,100411,7.0
12,114854,7.382513661202186
13,136058,14.708333333333334
14,163429,17.5
15,167183,11.222222222222221
16,196197,10.623126338329765
17,198296,12.195121951219512
18,199016,9.862068965517242
19,199201,16.781094527363184
20,204570,15.714285714285714
21,205199,12.105849582172702
22,211444,15.27570093457944
23,221017,8.783333333333333
24,225489,18.966666666666665
25,229664,7.176684881602914
26,233011,8.208333333333334
27,256004,8.682242990654206
28,258713,10.194805194805195
29,260951,8.582733812949641
30,261878,14.23394495412844
31,263748,7.894039735099338
32,272279,12.7
33,280733,9.014285714285714
34,281224,6.555555555555555
35,287660,13.272727272727273
36,289555,10.905759162303665
37,310333,8.46368715083799
38,336672,6.348484848484849
39,336834,8.661290322580646
40,339144,15.33108108108108
41,339171,12.707317073170731
42,342095,12.551020408163266
43,354838,13.18421052631579
44,361053,8.171328671328672
45,363476,9.034369885433716
46,371532,10.587209302325581
47,375472,9.093333333333334
48,376379,10.131578947368421
49,398450,12.494285714285715
50,402588,7.797520661157025
51,404569,6.359223300970874
52,406341,11.69377990430622
53,414763,6.5344827586206895
54,429306,10.934426229508198
55,449218,10.938559322033898
56,456165,10.777777777777779
57,459362,6.921259842519685
58,462072,14.098522167487685
59,469231,5.671232876712328
60,470132,13.339622641509434
61,471198,7.074074074074074
62,471328,7.858585858585859
63,479718,10.2
64,491070,9.130434782608695
65,502918,12.28
66,506956,7.976296296296296
67,507614,14.166666666666666
68,510973,8.952380952380953
69,514917,10.538461538461538
70,522563,9.637931034482758
71,524003,13.661764705882353
72,526162,3.0
73,526513,7.827262044653349
74,531677,12.602693602693602
75,540937,8.387186629526463
76,544736,9.622448979591837
77,552183,11.296296296296296
78,560941,6.5
79,565152,7.22007722007722
80,568190,12.259067357512953
81,576487,6.956692913385827
82,578731,10.715536105032823
83,588382,6.6
84,588518,13.385542168674698
85,590710,11.741935483870968
86,594298,9.555944055944057
87,595055,11.68421052631579
88,598771,11.95
89,599134,12.857142857142858
90,605339,9.924460431654676
91,608742,9.216569767441861
92,610675,19.142857142857142
93,616027,11.486486486486486
94,618576,8.931174089068826
95,625566,10.32
96,628394,7.857142857142857
97,631737,8.0
98,643471,8.979166666666666
99,644656,4.75
100,655514,6.2
101,663761,10.25
102,668753,13.716049382716049
103,684564,12.4
104,689099,12.461538461538462
105,696928,6.49
106,704155,10.248192771084337
107,709208,10.904820766378245
108,710156,9.807291666666666
109,716292,10.178571428571429
110,717313,14.145038167938932
111,721377,8.066666666666666
112,723088,11.836820083682008
113,727588,3.4838709677419355
114,730502,7.138297872340425
115,733365,11.9375
116,734053,12.1875
117,745664,12.133980582524272
118,747873,10.818877551020408
119,748627,10.770833333333334
120,748854,9.145631067961165
121,749957,12.25
122,750257,7.608695652173913
123,751527,13.392156862745098
124,751530,12.067226890756302
125,752424,9.698275862068966
126,754678,10.8560794044665
127,755587,12.368705035971223
128,758670,8.586206896551724
129,760482,9.560747663551401
130,761159,13.190016103059582
131,763214,7.362445414847161
132,768311,8.792857142857143
133,772646,8.664451827242525
134,780397,6.818181818181818
135,780743,4.896551724137931
136,793618,12.00205338809035
